0, 0.537188, 0.373533, 1.2185, 1.3256, -2.95299, 0.408886, -3.51797, 1.36354, -0.278006, -0.919011, 0.999974, 1.17609e-06, 0.788267, 7.83589e-06, 8.6323e-06, 0.0730697, -3.67631e-07, 0.756585, 0.170748, 0.131154, -1.11646e-06, 0.100538, 0.150151, 0.221083, 0.999972, 1.46618e-05, 0.237959, 2.01628e-05, 1.68166e-05, 0.193063, 2.29298e-05, 0.273468, 0.20309, 0.143897, 8.08181e-06, 0.237156, 0.159684, 0.289998, 13.1942, -1.45001e-05, -9.29481, 0.000112914, 0.000239311, -0.677158, -7.55545e-06, -9.35476, -4.09535, 1.3456, -1.85049e-05, -0.417835, 1.75787, -3.37879, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0.00374142, 0, 6.20448e-13, 0.148741, 0, 6.2518e-13, -0.272846, 0, 0.0758579, -0.167273, 0, 1.73211e-12, 15.9185, 0, 118.573, 0, 0, 51.3175, 0, 0, 0, 0, 0, 0, 0
0.000166666, 0.536808, 0.373103, 1.20692, 1.33663, -2.95156, 0.408013, -3.50928, 1.35857, -0.286861, -0.904254, 0.999974, 1.20914e-06, 0.786919, 7.86586e-06, 8.65233e-06, 0.0736542, -3.10836e-07, 0.755405, 0.170909, 0.13121, -1.094e-06, 0.101281, 0.150193, 0.221506, 0.999972, 1.46859e-05, 0.237119, 1.99974e-05, 1.68068e-05, 0.192322, 2.27312e-05, 0.275829, 0.20286, 0.144428, 8.02823e-06, 0.236749, 0.15902, 0.290486, 13.1637, -1.49176e-05, -9.27784, 0.000113359, 0.000239925, -0.682523, -6.39218e-06, -9.35536, -4.09958, 1.34696, -1.81403e-05, -0.419325, 1.75786, -3.39198, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0.00374142, 0, 6.15605e-13, 0.148741, 0, 6.20316e-13, -0.272633, 0, 0.075875, -0.167045, 0, 3.85965e-05, 15.899, 0, 118.409, 0, 0, 51.1827, 0, 0, 0, 0, 0, 0, 0
0.000333332, 0.536432, 0.37267, 1.1956, 1.34735, -2.9501, 0.407146, -3.50091, 1.35364, -0.295873, -0.88981, 0.999974, 1.24216e-06, 0.785572, 7.89536e-06, 8.67228e-06, 0.0742312, -2.54666e-07, 0.754234, 0.171069, 0.131267, -1.07174e-06, 0.102016, 0.15023, 0.22193, 0.999972, 1.471e-05, 0.236279, 1.98319e-05, 1.67969e-05, 0.191581, 2.25326e-05, 0.278189, 0.202631, 0.144959, 7.97465e-06, 0.236342, 0.158356, 0.290973, 13.134, -1.5335e-05, -9.26094, 0.000113797, 0.000240537, -0.687818, -5.24033e-06, -9.35545, -4.10377, 1.34833, -1.77783e-05, -0.420749, 1.7578, -3.40507, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0.00374142, 0, 6.10949e-13, 0.148741, 0, 6.15688e-13, -0.27242, 0, 0.0758916, -0.166816, 0, 7.70062e-05, 15.8812, 0, 118.25, 0, 0, 51.0502, 0, 0, 0, 0, 0, 0, 0
0.000499998, 0.536058, 0.372233, 1.18454, 1.35777, -2.9486, 0.406286, -3.49283, 1.34875, -0.305037, -0.875671, 0.999974, 1.27516e-06, 0.784226, 7.92438e-06, 8.69216e-06, 0.0748006, -1.9912e-07, 0.753072, 0.171226, 0.131327, -1.04966e-06, 0.102745, 0.150265, 0.222355, 0.999973, 1.47341e-05, 0.235439, 1.96665e-05, 1.67871e-05, 0.190841, 2.2334e-05, 0.28055, 0.202401, 0.145489, 7.92106e-06, 0.235935, 0.157692, 0.291461, 13.1051, -1.57524e-05, -9.24411, 0.000114227, 0.000241146, -0.693043, -4.09988e-06, -9.35508, -4.1079, 1.34973, -1.74191e-05, -0.42211, 1.7577, -3.41807, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0.00374142, 0, 6.06459e-13, 0.148741, 0, 6.11192e-13, -0.272206, 0, 0.0759077, -0.166587, 0, 0.00011523, 15.865, 0, 118.095, 0, 0, 50.9199, 0, 0, 0, 0, 0, 0, 0
0.000666664, 0.535688, 0.371792, 1.17372, 1.36791, -2.94707, 0.405432, -3.48503, 1.34391, -0.314348, -0.861828, 0.999974, 1.30814e-06, 0.782882, 7.95293e-06, 8.71196e-06, 0.0753625, -1.44197e-07, 0.751918, 0.171382, 0.131389, -1.02776e-06, 0.103468, 0.150297, 0.22278, 0.999973, 1.47583e-05, 0.234599, 1.95011e-05, 1.67773e-05, 0.1901, 2.21354e-05, 0.28291, 0.202171, 0.14602, 7.86748e-06, 0.235528, 0.157028, 0.291948, 13.0769, -1.61698e-05, -9.22734, 0.000114651, 0.000241753, -0.698198, -2.97084e-06, -9.35425, -4.11198, 1.35114, -1.70627e-05, -0.423408, 1.75756, -3.43097, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0.00374142, 0, 6.01616e-13, 0.148741, 0, 6.06369e-13, -0.271992, 0, 0.0759233, -0.166356, 0, 0.000153268, 15.8505, 0, 117.944, 0, 0, 50.7917, 0, 0, 0, 0, 0, 0, 0
0.00083333, 0.53532, 0.371347, 1.16314, 1.37778, -2.94551, 0.404583, -3.47752, 1.3391, -0.3238, -0.848271, 0.999974, 1.3411e-06, 0.781539, 7.981e-06, 8.7317e-06, 0.0759171, -8.98941e-08, 0.750773, 0.171535, 0.131453, -1.00605e-06, 0.104183, 0.150325, 0.223207, 0.999973, 1.47824e-05, 0.23376, 1.93356e-05, 1.67675e-05, 0.189359, 2.19368e-05, 0.285271, 0.201941, 0.146551, 7.8139e-06, 0.235121, 0.156364, 0.292436, 13.0494, -1.65872e-05, -9.21063, 0.000115068, 0.000242359, -0.703284, -1.8532e-06, -9.35298, -4.11601, 1.35256, -1.67089e-05, -0.424645, 1.75737, -3.44377, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0.00374142, 0, 5.96967e-13, 0.148741, 0, 6.01692e-13, -0.271778, 0, 0.0759384, -0.166126, 0, 0.000191122, 15.8374, 0, 117.797, 0, 0, 50.6656, 0, 0, 0, 0, 0, 0, 0
0.000999996, 0.534955, 0.370899, 1.1528, 1.38737, -2.94391, 0.403738, -3.47026, 1.33433, -0.333389, -0.834993, 0.999974, 1.37403e-06, 0.780197, 8.00859e-06, 8.75136e-06, 0.0764643, -3.62105e-08, 0.749636, 0.171687, 0.131519, -9.84525e-07, 0.104891, 0.15035, 0.223634, 0.999973, 1.48065e-05, 0.23292, 1.91702e-05, 1.67576e-05, 0.188618, 2.17382e-05, 0.287632, 0.201711, 0.147082, 7.76031e-06, 0.234714, 0.1557, 0.292923, 13.0227, -1.70045e-05, -9.19399, 0.000115478, 0.000242962, -0.708302, -7.46951e-07, -9.35129, -4.12, 1.35401, -1.63578e-05, -0.425822, 1.75714, -3.45649, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0.00374142, 0, 5.92304e-13, 0.148741, 0, 5.97029e-13, -0.271563, 0, 0.0759531, -0.165894, 0, 0.000228792, 15.8259, 0, 117.654, 0, 0, 50.5414, 0, 0, 0, 0, 0, 0, 0
0.00116666, 0.534593, 0.370447, 1.14268, 1.39671, -2.94229, 0.402898, -3.46327, 1.32959, -0.34311, -0.821984, 0.999974, 1.40695e-06, 0.778856, 8.03572e-06, 8.77095e-06, 0.0770042, 1.68555e-08, 0.748508, 0.171836, 0.131587, -9.63183e-07, 0.105593, 0.150372, 0.224062, 0.999974, 1.48306e-05, 0.23208, 1.90047e-05, 1.67478e-05, 0.187877, 2.15396e-05, 0.289992, 0.201481, 0.147613, 7.70673e-06, 0.234307, 0.155036, 0.293411, 12.9966, -1.74217e-05, -9.17741, 0.000115881, 0.000243563, -0.713251, 3.47909e-07, -9.34921, -4.12393, 1.35547, -1.60095e-05, -0.426943, 1.75687, -3.46911, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0.00374142, 0, 5.87634e-13, 0.148741, 0, 5.92366e-13, -0.271347, 0, 0.0759672, -0.165662, 0, 0.000266279, 15.8157, 0, 117.515, 0, 0, 50.4193, 0, 0, 0, 0, 0, 0, 0
0.00133333, 0.534234, 0.369992, 1.13278, 1.40579, -2.94063, 0.402062, -3.45652, 1.32488, -0.352957, -0.809237, 0.999974, 1.43984e-06, 0.777517, 8.06237e-06, 8.79046e-06, 0.0775369, 6.93052e-08, 0.747388, 0.171984, 0.131658, -9.42024e-07, 0.106288, 0.150391, 0.224491, 0.999974, 1.48548e-05, 0.23124, 1.88393e-05, 1.6738e-05, 0.187136, 2.13411e-05, 0.292353, 0.201252, 0.148144, 7.65314e-06, 0.2339, 0.154372, 0.293898, 12.9711, -1.78389e-05, -9.16088, 0.000116278, 0.000244163, -0.718134, 1.43139e-06, -9.34675, -4.12782, 1.35695, -1.56639e-05, -0.428007, 1.75656, -3.48166, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0.00374142, 0, 5.82923e-13, 0.148741, 0, 5.87648e-13, -0.271131, 0, 0.0759809, -0.165429, 0, 0.000303584, 15.8069, 0, 117.379, 0, 0, 50.2991, 0, 0, 0, 0, 0, 0, 0
0.00149999, 0.533877, 0.369534, 1.12309, 1.41462, -2.93894, 0.401229, -3.45002, 1.32019, -0.362928, -0.796745, 0.999974, 1.47271e-06, 0.776178, 8.08855e-06, 8.80991e-06, 0.0780624, 1.2114e-07, 0.746277, 0.172129, 0.13173, -9.21048e-07, 0.106977, 0.150407, 0.22492, 0.999974, 1.48789e-05, 0.2304, 1.86738e-05, 1.67282e-05, 0.186395, 2.11425e-05, 0.294713, 0.201022, 0.148674, 7.59956e-06, 0.233493, 0.153708, 0.294386, 12.9463, -1.8256e-05, -9.14442, 0.000116667, 0.00024476, -0.722949, 2.50349e-06, -9.34393, -4.13165, 1.35845, -1.5321e-05, -0.429017, 1.75621, -3.49412, 0, -0, -0, 0, 0, -0, 0, -0, -0, 0, 0, -0, 0, -0, 0.00374142, 0, 5.78364e-13, 0.148741, 0, 5.83117e-13, -0.270915, 0, 0.075994, -0.165195, 0, 0.000340706, 15.7994, 0, 117.247, 0, 0, 50.1808, 0, 0, 0, 0, 0, 0, 0
