0.000000, 0.000000, 0.656920, -0.012540, -0.408810, 0.262630, 0.125750, 0.369120, 0.260240, 0.131840, 0.106620, 
0.016667, 0.021470, 0.658060, -0.010865, -0.396190, 0.282350, 0.123420, 0.329900, 0.354920, 0.183130, 0.102530, 
0.033333, 0.042470, 0.659560, -0.008204, -0.381330, 0.301740, 0.116220, 0.277750, 0.459450, 0.232310, 0.098661, 
0.050000, 0.062810, 0.661280, -0.004318, -0.364440, 0.318110, 0.104510, 0.214020, 0.568980, 0.273800, 0.095139, 
0.066667, 0.082400, 0.663170, 0.000696, -0.345220, 0.329330, 0.089072, 0.141310, 0.677410, 0.303370, 0.092108, 
0.083333, 0.101290, 0.665190, 0.006413, -0.322990, 0.333990, 0.071301, 0.062811, 0.778770, 0.318830, 0.089782, 
0.100000, 0.119580, 0.667290, 0.012302, -0.297110, 0.331410, 0.052793, -0.018237, 0.867890, 0.319850, 0.088296, 
0.116667, 0.137410, 0.669430, 0.017983, -0.267430, 0.321840, 0.035011, -0.099015, 0.940830, 0.307640, 0.087562, 
0.133333, 0.154930, 0.671500, 0.023283, -0.234290, 0.306220, 0.018915, -0.177180, 0.994750, 0.284400, 0.087363, 
0.150000, 0.172250, 0.673400, 0.028276, -0.198540, 0.285970, 0.005054, -0.250890, 1.027900, 0.253190, 0.087333, 
0.166667, 0.189460, 0.675010, 0.033172, -0.161220, 0.262670, -0.006627, -0.318610, 1.039300, 0.217690, 0.087096, 
0.183333, 0.206660, 0.676220, 0.038211, -0.123380, 0.237930, -0.016426, -0.379100, 1.028500, 0.181900, 0.086358, 
0.200000, 0.223900, 0.676940, 0.043502, -0.085748, 0.213110, -0.024928, -0.431100, 0.995950, 0.149480, 0.084979, 
0.216667, 0.241260, 0.677100, 0.048991, -0.048811, 0.189460, -0.032698, -0.473470, 0.942310, 0.123340, 0.083006, 
0.233333, 0.258840, 0.676660, 0.054346, -0.012559, 0.167920, -0.040274, -0.505010, 0.869020, 0.105440, 0.080694, 
0.250000, 0.276760, 0.675600, 0.058966, 0.023406, 0.149340, -0.048002, -0.524770, 0.778580, 0.096782, 0.078489, 
0.266667, 0.295170, 0.673890, 0.061971, 0.059930, 0.134360, -0.056112, -0.532330, 0.675170, 0.097424, 0.077006, 
0.283333, 0.314200, 0.671550, 0.062472, 0.097821, 0.123630, -0.064425, -0.528560, 0.565490, 0.106200, 0.076871, 
0.300000, 0.333950, 0.668630, 0.060035, 0.137060, 0.118070, -0.072211, -0.516230, 0.458630, 0.120460, 0.078379, 
0.316667, 0.354320, 0.665350, 0.055098, 0.175940, 0.119300, -0.077939, -0.499540, 0.364080, 0.136730, 0.081305, 
0.333333, 0.375140, 0.662030, 0.048854, 0.211140, 0.129630, -0.079450, -0.482490, 0.288600, 0.151990, 0.084935, 
0.350000, 0.396169, 0.659090, 0.042556, 0.239000, 0.151490, -0.074239, -0.467300, 0.234690, 0.164540, 0.088567, 
0.366667, 0.417260, 0.656850, 0.036961, 0.256750, 0.186620, -0.059903, -0.454220, 0.201470, 0.173820, 0.091816, 
0.383333, 0.438342, 0.655540, 0.032190, 0.262970, 0.235570, -0.034528, -0.442200, 0.186290, 0.179650, 0.094709, 
0.400000, 0.459415, 0.655220, 0.027963, 0.257420, 0.297660, 0.002445, -0.429670, 0.185510, 0.181820, 0.097460, 
0.416667, 0.480485, 0.655870, 0.023886, 0.240560, 0.371230, 0.049117, -0.414900, 0.194810, 0.179970, 0.100360, 
0.433333, 0.501529, 0.657360, 0.019800, 0.212980, 0.453840, 0.100840, -0.396500, 0.209380, 0.173910, 0.103490, 
0.450000, 0.522468, 0.659510, 0.015902, 0.175210, 0.542430, 0.150690, -0.373700, 0.224470, 0.163860, 0.106700, 
0.466667, 0.543183, 0.662150, 0.012704, 0.127790, 0.633320, 0.191700, -0.346420, 0.236010, 0.150500, 0.109590, 
0.483333, 0.563549, 0.665080, 0.010806, 0.071451, 0.722380, 0.218830, -0.315270, 0.241380, 0.134850, 0.111730, 
0.500000, 0.583468, 0.668130, 0.010715, 0.007312, 0.805200, 0.230190, -0.281290, 0.239470, 0.118060, 0.112730, 
