0, -0.887673, 0.673525, 0.0979652, -0.693441, 0.968513, -0.0884728, -0.08545, 0.476407, -0.230518, 0.0500293
0.00833333, -0.881643, 0.672531, 0.0836677, -0.687043, 0.940496, -0.0879294, -0.0623252, 0.481496, -0.234775, 0.0685226
0.0166667, -0.875529, 0.671483, 0.0685727, -0.678002, 0.9116, -0.0863343, -0.0390437, 0.488033, -0.238798, 0.0882578
0.025, -0.869333, 0.670374, 0.0529519, -0.666738, 0.882382, -0.0835737, -0.0161474, 0.496436, -0.242569, 0.108947
0.0333333, -0.863053, 0.669202, 0.0370807, -0.653702, 0.85345, -0.0795542, 0.00583164, 0.507098, -0.246047, 0.130283
0.0416667, -0.856687, 0.667961, 0.0212424, -0.639386, 0.825481, -0.0742472, 0.0263754, 0.52037, -0.249175, 0.151935
0.05, -0.850235, 0.66665, 0.00572933, -0.624323, 0.799204, -0.0677168, 0.0449938, 0.53653, -0.251863, 0.173541
0.0583333, -0.843695, 0.66527, -0.00914521, -0.609088, 0.775378, -0.0601558, 0.0612212, 0.555759, -0.253991, 0.194695
0.0666667, -0.837067, 0.663826, -0.0230462, -0.594292, 0.754759, -0.0519061, 0.0746207, 0.578127, -0.255394, 0.214947
0.075, -0.830353, 0.662329, -0.0356242, -0.580556, 0.738043, -0.0434593, 0.0848014, 0.603565, -0.255867, 0.233819
0.0833333, -0.823559, 0.660795, -0.0465393, -0.568458, 0.725797, -0.0354254, 0.0914467, 0.631862, -0.255159, 0.250832
0.0916667, -0.81669, 0.659248, -0.0554972, -0.558469, 0.718382, -0.0284772, 0.0943552, 0.662666, -0.252984, 0.265557
0.1, -0.809752, 0.657716, -0.0622753, -0.550896, 0.715891, -0.0232726, 0.0934657, 0.695498, -0.249041, 0.277645
0.108333, -0.80275, 0.656235, -0.066751, -0.54584, 0.718105, -0.0203667, 0.0888763, 0.72978, -0.243038, 0.286863
0.116667, -0.795684, 0.654842, -0.0689017, -0.543188, 0.724491, -0.0201308, 0.0808282, 0.764884, -0.234728, 0.293096
0.125, -0.788553, 0.653576, -0.0687947, -0.542639, 0.734239, -0.0226955, 0.0696722, 0.800166, -0.223944, 0.29634
0.133333, -0.781355, 0.652476, -0.0665676, -0.543752, 0.746331, -0.0279294, 0.0558276, 0.835007, -0.210639, 0.29669
