0, -1.29485, 0.617488, 0.00783832, -0.489363, 0.817946, -0.248188, -0.278659, 0.934724, -0.25939, 0.183796
0.00833333, -1.294, 0.61842, 0.0128618, -0.489395, 0.810765, -0.24553, -0.284013, 0.936083, -0.246547, 0.187072
0.0166667, -1.29309, 0.619318, 0.0171613, -0.488971, 0.804409, -0.243511, -0.288646, 0.93774, -0.234188, 0.191017
0.025, -1.29219, 0.620168, 0.0208422, -0.488312, 0.798939, -0.242149, -0.29289, 0.939939, -0.222029, 0.195518
0.0333333, -1.29122, 0.620984, 0.0238519, -0.487137, 0.794152, -0.241279, -0.296366, 0.942423, -0.210161, 0.200468
0.0416667, -1.2902, 0.621743, 0.026304, -0.485569, 0.790016, -0.240731, -0.299143, 0.945233, -0.199467, 0.205609
0.05, -1.28909, 0.622442, 0.0282281, -0.483509, 0.786374, -0.240412, -0.301032, 0.948151, -0.1908, 0.210579
0.0583333, -1.28789, 0.623058, 0.0298786, -0.481264, 0.783203, -0.24025, -0.302411, 0.951299, -0.184414, 0.215227
0.0666667, -1.28657, 0.623605, 0.0311146, -0.478518, 0.780376, -0.240322, -0.302912, 0.954389, -0.179986, 0.219386
0.075, -1.28516, 0.624038, 0.0322454, -0.475835, 0.778157, -0.24056, -0.303176, 0.957856, -0.177529, 0.223101
0.0833333, -1.2836, 0.624368, 0.0328377, -0.472658, 0.77657, -0.240986, -0.302638, 0.961648, -0.176885, 0.226361
0.0916667, -1.28197, 0.624569, 0.0333562, -0.469855, 0.776164, -0.241865, -0.302302, 0.966394, -0.177151, 0.229174
0.1, -1.28024, 0.624669, 0.0336943, -0.467121, 0.776792, -0.243442, -0.301978, 0.971941, -0.177385, 0.231131
0.108333, -1.27836, 0.624668, 0.0346007, -0.465142, 0.777889, -0.245473, -0.302459, 0.978366, -0.177353, 0.231804
0.116667, -1.27637, 0.624571, 0.0359871, -0.463927, 0.779603, -0.248012, -0.303812, 0.985772, -0.177365, 0.23112
0.125, -1.27431, 0.624389, 0.0381762, -0.463835, 0.781753, -0.250883, -0.306513, 0.994167, -0.177585, 0.229012
0.133333, -1.27217, 0.624137, 0.0407616, -0.464337, 0.78438, -0.254273, -0.31011, 1.00338, -0.177636, 0.225921
0.141667, -1.26996, 0.623811, 0.0434766, -0.465163, 0.787495, -0.258228, -0.314372, 1.01341, -0.177567, 0.222348
0.15, -1.26769, 0.62343, 0.0470956, -0.46698, 0.790858, -0.262597, -0.320312, 1.02437, -0.177526, 0.217302
0.158333, -1.26541, 0.622967, 0.0501672, -0.468546, 0.795039, -0.267676, -0.326493, 1.03638, -0.177986, 0.212891
0.166667, -1.26312, 0.622471, 0.0533929, -0.470464, 0.799981, -0.273272, -0.333579, 1.04889, -0.178865, 0.207939
0.175, -1.2608, 0.621953, 0.0564536, -0.472244, 0.80512, -0.279016, -0.341008, 1.06134, -0.180415, 0.203126
0.183333, -1.25846, 0.621431, 0.0593493, -0.473914, 0.810362, -0.28473, -0.348821, 1.07339, -0.183248, 0.198383
0.191667, -1.25614, 0.620918, 0.0616946, -0.475111, 0.815758, -0.290247, -0.356494, 1.08443, -0.18771, 0.194281
0.2, -1.25381, 0.620452, 0.0640642, -0.476275, 0.820944, -0.295226, -0.364526, 1.0937, -0.193535, 0.190393
0.208333, -1.25151, 0.620026, 0.0653553, -0.476215, 0.825972, -0.299892, -0.371707, 1.10083, -0.201112, 0.188003
0.216667, -1.24923, 0.619667, 0.0671545, -0.476423, 0.830401, -0.304138, -0.379848, 1.10564, -0.210097, 0.185368
0.225, -1.24699, 0.61935, 0.0682987, -0.475783, 0.834459, -0.308273, -0.387718, 1.10808, -0.219898, 0.183743
0.233333, -1.2448, 0.619086, 0.0694293, -0.474984, 0.838078, -0.312079, -0.395839, 1.10784, -0.228944, 0.182304
0.241667, -1.24265, 0.618868, 0.0704284, -0.473958, 0.841348, -0.315387, -0.403677, 1.10463, -0.235847, 0.181262
0.25, -1.24054, 0.618699, 0.0709708, -0.472346, 0.844304, -0.318182, -0.410954, 1.09858, -0.240504, 0.180821
0.258333, -1.23846, 0.618563, 0.0705864, -0.469774, 0.847205, -0.320595, -0.417322, 1.09024, -0.243842, 0.181342
0.266667, -1.2364, 0.61846, 0.0697108, -0.466682, 0.850085, -0.322706, -0.423418, 1.07999, -0.246173, 0.182609
0.275, -1.23436, 0.618373, 0.0684891, -0.463216, 0.852968, -0.324623, -0.429653, 1.06846, -0.248395, 0.184489
0.283333, -1.23232, 0.618282, 0.0676784, -0.460187, 0.855897, -0.326462, -0.437329, 1.05654, -0.251144, 0.186171
0.291667, -1.23026, 0.618177, 0.0663671, -0.456556, 0.858918, -0.328579, -0.445506, 1.04478, -0.255021, 0.188505
0.3, -1.22823, 0.618049, 0.0647475, -0.452645, 0.86197, -0.330951, -0.454689, 1.0336, -0.259701, 0.191332
0.308333, -1.22624, 0.617887, 0.0623784, -0.448001, 0.865056, -0.333569, -0.464022, 1.02309, -0.2645, 0.195294
0.316667, -1.22422, 0.617708, 0.0598716, -0.443123, 0.868009, -0.336273, -0.473957, 1.01335, -0.268807, 0.199398
0.325, -1.22219, 0.617501, 0.0571958, -0.438034, 0.870944, -0.339127, -0.484492, 1.00483, -0.273072, 0.203444
0.333333, -1.22016, 0.617255, 0.0546141, -0.433073, 0.873858, -0.342212, -0.496009, 0.997962, -0.277648, 0.20736
0.341667, -1.2181, 0.616997, 0.0520469, -0.427971, 0.876557, -0.345433, -0.508203, 0.992692, -0.282715, 0.211118
0.35, -1.21602, 0.61671, 0.0507268, -0.424124, 0.879178, -0.348565, -0.522611, 0.98953, -0.287946, 0.213566
0.358333, -1.21386, 0.616399, 0.0498952, -0.420718, 0.881998, -0.351715, -0.538144, 0.988493, -0.292943, 0.21528
0.366667, -1.21163, 0.616063, 0.0491831, -0.417476, 0.885169, -0.354936, -0.554253, 0.989163, -0.297378, 0.216724
0.375, -1.2094, 0.615699, 0.0477309, -0.413577, 0.888683, -0.35822, -0.570173, 0.991733, -0.30145, 0.219138
0.383333, -1.20717, 0.615296, 0.0450304, -0.408492, 0.892533, -0.361474, -0.585296, 0.996007, -0.305077, 0.222876
0.391667, -1.20491, 0.614838, 0.0413571, -0.402544, 0.89691, -0.364685, -0.599876, 1.00202, -0.308306, 0.227356
0.4, -1.20262, 0.614315, 0.0367889, -0.395792, 0.9018, -0.367922, -0.613834, 1.00938, -0.3114, 0.232542
0.408333, -1.20029, 0.613749, 0.0312387, -0.387965, 0.906949, -0.371142, -0.6268, 1.01764, -0.314616, 0.23846
0.416667, -1.1979, 0.613148, 0.0255445, -0.379812, 0.912112, -0.374253, -0.639476, 1.02639, -0.31805, 0.244304
0.425, -1.19543, 0.612515, 0.0203246, -0.371957, 0.917256, -0.377307, -0.652412, 1.03547, -0.321815, 0.249521
0.433333, -1.19284, 0.611877, 0.0160215, -0.364781, 0.922297, -0.380446, -0.665554, 1.0439, -0.325768, 0.253429
0.441667, -1.19011, 0.611236, 0.0128162, -0.358398, 0.927073, -0.383932, -0.678993, 1.05157, -0.329688, 0.25608
0.45, -1.18727, 0.610593, 0.0114688, -0.353586, 0.931328, -0.387798, -0.693497, 1.05821, -0.333162, 0.256615
0.458333, -1.18422, 0.609962, 0.0118092, -0.350082, 0.935092, -0.391892, -0.708513, 1.06356, -0.33625, 0.255141
