COLUMNS: 
	time,
	pelvis:T:X,
	pelvis:T:Z,
	pelvis:R:Y:rad,
	thigh_r:R:Y:rad,
	shank_r:R:Y:rad,
	foot_r:R:Y:rad,
	thigh_l:R:Y:rad,
	shank_l:R:Y:rad,
	foot_l:R:Y:rad,
	trunk:R:Y:rad
	DATA:
0, -6.06158e-20, 0.6042, -0.130636, -0.424192, 0.796332, -0.241504, 0.0901871, 0.833361, -0.295264, 0.226671, 
0.000161251, 0.000121469, 0.604169, -0.130628, -0.424208, 0.796786, -0.24195, 0.0898991, 0.834076, -0.294451, 0.22666, 
0.000322502, 0.000242914, 0.604137, -0.130616, -0.424229, 0.797241, -0.242396, 0.0896041, 0.834796, -0.293621, 0.226645, 
0.000483752, 0.000364332, 0.604105, -0.1306, -0.424254, 0.797696, -0.242842, 0.0893024, 0.835518, -0.292773, 0.226626, 
0.000645003, 0.000485724, 0.604074, -0.130581, -0.424284, 0.798153, -0.243288, 0.0889941, 0.836245, -0.29191, 0.226602, 
0.000806254, 0.000607088, 0.604042, -0.130558, -0.424318, 0.79861, -0.243734, 0.0886793, 0.836974, -0.291033, 0.226574, 
0.000967505, 0.000728423, 0.60401, -0.130531, -0.424357, 0.799068, -0.24418, 0.0883582, 0.837707, -0.290142, 0.226542, 
0.00112876, 0.000849729, 0.603978, -0.130501, -0.4244, 0.799527, -0.244626, 0.0880309, 0.838442, -0.289238, 0.226505, 
0.00129001, 0.000971005, 0.603945, -0.130467, -0.424448, 0.799986, -0.245072, 0.0876975, 0.839181, -0.288323, 0.226465, 
0.00145126, 0.00109225, 0.603913, -0.13043, -0.424499, 0.800446, -0.245517, 0.0873582, 0.839922, -0.287398, 0.226421, 
0.00161251, 0.00121346, 0.60388, -0.130389, -0.424555, 0.800906, -0.245962, 0.0870131, 0.840665, -0.286463, 0.226373, 
0.00177376, 0.00133464, 0.603848, -0.130345, -0.424615, 0.801367, -0.246407, 0.0866623, 0.841411, -0.285519, 0.226321, 
0.00193501, 0.00145579, 0.603815, -0.130298, -0.424678, 0.801829, -0.246852, 0.086306, 0.842159, -0.284567, 0.226265, 
0.00209626, 0.0015769, 0.603782, -0.130248, -0.424746, 0.80229, -0.247297, 0.0859442, 0.84291, -0.283608, 0.226206, 
0.00225751, 0.00169797, 0.603749, -0.130194, -0.424817, 0.802752, -0.247742, 0.0855771, 0.843662, -0.282642, 0.226143, 
0.00241876, 0.00181901, 0.603716, -0.130138, -0.424891, 0.803215, -0.248186, 0.0852048, 0.844416, -0.28167, 0.226076, 
0.00258001, 0.00194002, 0.603683, -0.130078, -0.42497, 0.803678, -0.24863, 0.0848273, 0.845172, -0.280694, 0.226006, 
0.00274126, 0.00206098, 0.60365, -0.130015, -0.425052, 0.804141, -0.249074, 0.0844448, 0.84593, -0.279713, 0.225933, 
0.00290251, 0.0021819, 0.603617, -0.12995, -0.425137, 0.804604, -0.249517, 0.0840574, 0.846689, -0.278727, 0.225856, 
0.00306377, 0.00230279, 0.603583, -0.129881, -0.425226, 0.805067, -0.249961, 0.0836652, 0.84745, -0.277739, 0.225776, 
0.00322502, 0.00242363, 0.60355, -0.12981, -0.425318, 0.805531, -0.250404, 0.0832683, 0.848212, -0.276748, 0.225692, 
0.00338627, 0.00254443, 0.603516, -0.129736, -0.425413, 0.805995, -0.250846, 0.0828667, 0.848976, -0.275755, 0.225606, 
0.00354752, 0.00266519, 0.603483, -0.129659, -0.425511, 0.806459, -0.251289, 0.0824605, 0.84974, -0.27476, 0.225516, 
